object_name red_amplitude red_amplitude2 red_offset red_magnitude green_amplitude green_amplitude2 green_offset green_magnitude delta_time input_separation input_size normal_separation deltamag_red deltamag_green model_color Pcc redshift absmag class
2021bbv -0.12164079438216358 0.6 -25.516401762038253 18.798977435675134 -0.19516756480771147 0.6 -21.439877691014992 18.262520676353194 0.0 0.7768569414098536 1.156026 0.672006461281886 1.029988904366082 1.3900920962278462 0.08221830982470024 0.0068534483643135635 0.07 -17.972763536758254 SNIbn
DES14S2qri -0.05084356898898788 0.6 -7.353527671719664 22.720750149938024 -0.05059191667606419 0.6 4.785137786204957 23.64711072983719 30.87000000000262 0.0 0.0 0.0 0.6632341720321762 -0.1012866720853225 1.1426274323492507 0.4305251581116041 1.5 -22.70796567548241 SLSN-I
2018clq -0.050038909565963616 0.6 -29.67443977778325 18.58360342518024 -0.11095255908146891 0.6 -28.02916844166793 17.974011841163893 0.07965279975906014 5.707120954314752 3.782125 1.5089720604989925 -3.656049945035978 -3.9206061779206323 0.18350200081623314 0.0013520192790796859 0.0451 -18.00585348482225 SNIIP
2019wla -0.08355571801835814 0.6 -12.219358708681106 18.070553170274945 -0.12258297467131705 0.6 -20.718481417114923 17.7949771005921 8.916030100081116 8.037915491563927 1.7379859830898836 4.62484483175963 -0.6069371310112182 -0.6591659695155343 0.3543173575292151 0.007062010948080455 0.05 -18.899651141067697 SNIa
2020tzb -0.11171778198334767 0.6 -1.919487905497553 18.602735397805006 -0.14392633307348873 0.6 -3.219501729600526 18.350265293772043 13.045925999991596 1.2334412944974769 2.963662 0.41618824768056445 -0.39490870359238883 -0.16054917993221096 -0.2809453722550046 0.005919095337076907 0.08 -19.43920371278472 SNIa
2021lma -0.12285971902996853 0.6 -2.7888757775584305 18.03733176674094 -0.13871018593344897 0.6 -3.8168458300381216 17.927376777582122 13.01178240031004 2.152301088791571 3.102479 0.6937359088624196 -0.5053124299895231 -0.37866237768217204 -0.11883403230975986 0.00450631763068543 0.064376 -19.40762005764885 SNIa
2020zvy -0.09707818134335436 0.6 -1.5510282562577429 17.04428065470552 -0.1443791000322492 0.6 -4.518791830161884 16.8935091981309 14.999745299573988 0.27072211993728834 0.9384144 0.2884888807517109 2.5033222818961995 2.595168858509105 -0.18909482650059317 0.0016480288163654988 0.04 -19.401286454947883 SNIa
2021wyd -0.14484919315601624 0.6 1.799942041183673 17.044745097084327 -0.11532617413354909 0.6 3.549457638828149 16.72575582110242 5.944560199975967 15.427198071848652 5.752273 2.681930790115256 -2.841905995787048 -2.647509562123144 -0.20019711736270906 0.003660453022060528 0.04 -19.103982917479573 SNIa
2021loi -0.02476472230515342 0.6 -10.342335169103814 16.761152642778438 -0.018105567234654844 0.6 -42.356769663847 16.871300270584836 45.90631949994713 0.14724131245507252 1.209912 0.12169588569670564 0.17315070097503238 0.13281735354304658 0.10701716417284501 0.00039113259032452774 0.083 -21.261875462484564 AGN
2019lxd -0.10734252643299352 0.6 -0.03521973568903757 18.569581681296192 -0.11476297849381435 0.6 -4.9084545058416555 18.435854091346833 7.9955208000246785 1.9460773301720888 1.413347157214331 1.376928039398158 1.8878206753658198 1.912988012046256 -0.22491504466104928 0.01077639259872365 0.08 -19.43599977840138 SNIa
2020hha -0.07493905150248586 0.6 -25.954889097825614 18.411210608606876 -0.13619249933498712 0.6 -23.976427813627552 17.79927150347756 1.0203472003340721 1.8689209999558642 1.266082 1.4761453049295894 -2.0887762213131964 -2.0817718247394232 0.07548484987739812 0.0005407490052677932 0.0732 -18.973069948870748 SNIa
2019wmr -0.07566019698016935 0.6 -11.750276021626359 18.852855994069543 -0.05200527289996372 0.6 -20.941196778174024 19.48446216627336 16.917037100058224 0.5656967434161001 1.464048 0.3863922107855071 -0.7292703577809512 -1.6301638583021827 0.6771009807176718 0.0012282444386629843 0.038 -17.63315109419436 SNII
2019bth -0.07822189562749393 0.6 -32.81925390456944 17.33447688263832 -0.18379632125228643 0.6 -5.379627844671276 17.621287770079366 11.660034729429753 3.8329045011092036 5.44896 0.7034194600637927 -1.9773205191586634 -1.9918825281279524 -0.3649582422732749 0.004350229774802261 0.0564 -19.16915837887714 SNIa
2020czo -0.09963855158222408 0.6 0.43591543578432923 16.310702739423135 -0.1264213051641374 0.6 -2.7387615570142785 16.417252324932306 14.060868100263178 0.1769479697412807 8.97385 0.019718177787825815 -2.7009975355365814 -2.7102060716437766 0.003305870504572539 0.001801670459863236 0.0267 -19.096707185810562 SNIa
2019giq -0.06764463575804386 0.6 -37.02808701514884 15.969428776852219 -0.08710730309163277 0.6 -46.239069577081175 15.04969247601274 11.84329861481092 0.7026561842188739 1.0707723813926493 0.6562143331573396 2.5005218034593177 2.8825471859567564 -0.06981250993564103 0.002257023019368254 0.03 -18.798479723663277 SNIa
2020aerb -0.1109335227560824 0.6 -4.9533201253591415 17.656895722466743 -0.17647707116801237 0.6 -3.826309418474766 17.50941542744262 7.1440624999813735 3.05000544726942 2.4685354850734478 1.235552604251371 -2.231702995584328 -2.1831971560435335 -0.1402387255163262 0.0006400179583260224 0.05 -19.355884893927175 SNIa
2020zyv -0.07566253949019047 0.6 -3.7382326299303044 18.25080444558381 -0.12989601878267387 0.6 -3.1326945121857754 17.93201836237614 9.018622700124979 6.510662747544918 6.335113 1.0277105945142444 -2.0151933701110387 -1.8170038336955407 -0.3322806572268924 0.00681475849866342 0.06785 -19.509178099704755 SNIa
2021gpw -0.040613028117455485 0.6 -12.141951123835621 17.69181263173384 -0.04828537887711716 0.6 -23.404028172918828 18.192237366185303 36.0133680999279 0.1919898363387233 0.8203258 0.23404095828599233 0.49713852787112245 -0.008330280566607229 0.5948880716516776 0.0004494660012104301 0.075 -20.161137776188994 SNIIn
2021rhi -0.09021908811370874 0.6 -7.553442473901478 16.60416032445947 -0.09309738397958746 0.6 -7.040687983808587 17.18105667069634 24.01552079990506 0.23968381847660106 0.7489031508962339 0.3200464815640908 3.780142596444204 3.4100474191332495 0.5746219858562327 0.0015836241945468288 0.0 0.0 CV
2020qkx -0.10852581969370523 0.6 -5.977561967425653 19.201137668210617 -0.13001458438469776 0.6 -7.287656349011195 19.03761824662122 14.98659719992429 2.1817182450645105 1.689695 1.2911905669748154 0.5505594583305182 0.6666258266214129 -0.11925640261624793 0.008478597197329685 0.127 -19.904690163182863 SNIa
2021rjv -0.11630239513684945 0.6 -40.08316658265224 12.678685122747979 -0.12843179339625962 0.6 -44.1096350317367 11.621423640324775 0.0 0.1958251215011518 0.5409725 0.36198720175452875 7.686492734838115 8.364357476700388 -0.4612595951180598 0.004584686920103831 0.0 0.0 CV
2020heq -0.04465245293981933 0.6 -5.484941257917935 18.704099890575243 -0.12264508994254861 0.6 -10.612191099353137 18.9655447912532 7.958958299830556 2.3827162218039346 3.378732 0.7052101858933868 -3.541319513276248 -4.184136816687014 0.3847591924765652 0.000777856370065555 0.0336 -17.45559947155497 SNIc
2020fkb -0.09472067791880076 0.6 1.489169484389691 16.314567687274703 -0.12998268406577423 0.6 -2.0005369386829077 16.948495980791883 8.085185200441629 1.038003991158623 1.9475472489463732 0.5329801326875048 -3.3376462779684406 -4.169077930913838 0.49411880847759093 6.137518549076404e-05 0.01 -16.818127694985787 SNIb
2020ocw -0.08578290275742326 0.6 -6.6814039283759294 18.704919826448577 -0.12891661693627615 0.6 -8.334691367473871 18.576960913517027 12.135798600036651 2.9942753579071244 1.5753317842834522 1.9007268105550768 0.23388921134404583 0.3230818846439796 -0.04943242568236528 0.005561993566152501 0.08 -19.27788422486127 SNIa
2005jq -0.09346667372642747 0.6 -2.636372555568604 20.826106735809333 -0.1324357006936588 0.6 -3.6250011696928484 20.61044589526019 27.98035300000629 2.972352353018928 0.7899125 3.7628881085169916 -1.7345883411478447 -1.5954646657873397 -0.2383261039178315 0.003557676251089381 0.23 -19.719284971038203 SNIIn
2019pfd -0.03931067524676661 0.6 -36.101961387825106 18.26540074157655 -0.13222010317174485 0.6 -10.951531914350857 18.33306896319165 17.095636540776468 18.011838181686144 5.808485 3.1009528614924795 -2.913883429182361 -3.0002370795639575 0.07808797471650664 0.009683000748202053 0.037079 -17.862044952158325 SNII
2005kb -0.055567872782065826 0.6 -16.062890682647986 17.747627593226266 -0.07623724824885789 0.6 -23.897548151135837 17.889031493038612 26.24897300000157 15.743248897145925 7.309242 2.1538825636291596 -1.7917296983109097 -1.9316615419047345 0.4511090263191271 0.01432413072482086 0.015054 -16.47933425357366 SNII
2021bmy -0.08092904959341707 0.6 -19.908654805570926 18.313383246641685 -0.21699498011542906 0.6 -4.384222955311557 18.68158435248858 2.06358790025115 3.382208485690282 1.0933848867538667 3.093337512403037 -2.451805381519346 -2.6218954135983807 0.1588680224404797 0.0005635068787224196 0.055 -18.556687390474117 SNIa
2018dfc -0.047753716065016515 0.6 -10.506448611710717 17.889776761585242 -0.07472475354059452 0.6 -28.71436926344765 17.222591165344127 8.216041699917696 1.2520405068972769 6.194354 0.20212608238038654 -2.3096295118448236 -2.211907379683156 -0.16931226901880336 0.003222162691163599 0.03651 -18.454748302883875 SNII
2020obd -0.03997279969578759 0.6 -48.287324687712754 17.321402029582927 -0.05015359978496966 0.6 -39.388940648030015 18.30971602230267 0.0 4.762557391953899 5.166987535840545 0.9217280589354363 -2.4185195063731655 -3.4760200885689017 1.0090747610249196 0.0019969884413300054 0.0194 -17.338673178930964 SNII
2020ssk -0.08620542261677835 0.6 -1.202145656506268 18.871882962598036 -0.1324367176050305 0.6 -2.5173037588014857 18.670357771732554 9.025092599913478 2.3258586792050986 1.544837 1.5055689883172778 0.24491447385923237 0.2850378774526945 -0.24873608707740757 0.004620078019413998 0.1 -19.739934110879844 SNIa
2020xcz -0.09862563871259558 0.6 -3.5699293899790883 17.89555733537619 -0.14164231887690176 0.6 -4.493364658434846 17.54976095253631 13.922222199849784 0.5258975752487463 2.3167150122331326 0.22700141039006003 -2.184806316246288 -1.952008286047846 -0.34922988641818975 0.0005234526897321956 0.07 -19.85288987812139 SNIa
2020vnr -0.11547760932381372 0.6 -0.290492922145714 18.718074589073055 -0.1335207273055084 0.6 -1.7108012111909678 18.573305622350862 9.04574070032686 1.5060510464519932 1.73035 0.8703736506787605 2.7336175131273777 2.84355265690262 -0.19906669959194545 0.027469584761003363 0.09 -19.559947456212065 SNIa
2019ger -0.10582930982518822 0.6 -2.498424972266289 18.14010568627412 -0.16150478103144159 0.6 -4.316521908449757 17.990670031602498 8.969189848059614 0.12573682647579926 3.432647 0.03662969902696061 -2.058796836948451 -1.9613571148837696 -0.15944950030297989 0.0015278757439856072 0.0626 -19.33320219685 SNIa
2021kre -0.11648255957616674 0.6 -2.5639951761170208 18.69086557918982 -0.1568205038653843 0.6 -2.8885951025134857 18.489793961487887 6.1229282999411225 9.340874228997679 2.4917785062135014 3.7486775833828188 -3.4113223924136378 -3.271154760773893 -0.21456064069890957 0.0019939475692564157 0.07692 -19.23850441722944 SNIa
2021gdr -0.09625178126022157 0.6 -12.10769482991646 18.312949089919236 -0.19670918643385973 0.6 -6.809844283834291 18.31254307043136 6.042094899807125 1.0246425505952552 2.881036 0.35565072793094404 -2.874610452970618 -2.9483756637525467 0.054256297110050866 0.0007026894025666808 0.052228 -18.71034694492049 SNIa
2020hsk -0.0845908677105949 0.6 2.1612137729742815 18.399207139088713 -0.15091658041153133 0.6 -0.3177898252301005 18.063949363529332 6.961562499869615 1.2833743052735562 1.5955484810335006 0.8043467939264769 -0.4003548078840815 -0.3004877266728059 -0.44421542471558695 0.0015370355410493364 0.07 -19.417945095791076 SNIa
2020xuw -0.10930007099310207 0.6 -3.703235788982932 18.824748448399703 -0.10929355412107813 0.6 -3.3501090968910274 18.625602291637808 13.007268499583006 4.154403890026045 3.011954 1.379305225121647 -2.4501027128045614 -2.3356569710188175 -0.19604957733005435 0.002212521017105895 0.07 -18.875441957153956 SNIa
2020mnr -0.12102159591507813 0.6 -2.3245311590661215 17.79293665237821 -0.13755560392350796 0.6 -3.6318684687697704 17.72401482569176 12.01456019980833 9.496381853771393 4.514412 2.103570044951899 -3.1350820449418215 -2.986618552812377 -0.0859673985787488 0.002060439487496235 0.04923 -19.021735570648325 SNIa
2021bxo -0.04297700711869617 0.6 -9.776721188021085 17.03072221070436 -0.05502590488136094 0.6 -15.91335401725977 17.232099120937583 29.931828700006008 7.941293876539092 1.447441796649879 5.4864339933524855 -2.4483103343259796 -2.6168717781039614 0.23432056190844364 0.0007837341392866737 0.0339 -18.993345599017797 SNIIn
2021lug -0.0852748400463813 0.6 -3.462767145873822 16.99396144946339 -0.13595939353233538 0.6 -4.6081238603890995 16.435298407105613 13.955520799849182 0.0 0.0 0.0 6.468137839845177 6.850230401727451 -0.5697928921950499 0.2680372909235825 0.04 -19.575526075573546 SNIa
2019eid -0.0901101983652343 0.6 -2.8620701892503835 17.724492305646187 -0.12683524861771714 0.6 -17.971314382656843 17.1605044886643 13.982303229757235 1.6360119744665977 3.126937 0.5231995318315008 -2.1595912766031056 -2.09137293416957 -0.021416348182871303 0.0009653355965307808 0.05 -19.170885300831717 SNIa
2019kgw -0.08392482962902062 0.6 0.07883217439996171 18.685240387420748 -0.10953737679897949 0.6 -5.025603766360426 18.515746103578163 3.0014004851327627 0.9840866248218987 1.2463941429516274 0.7895468944450031 -1.0906762441306839 -0.9472128602927405 -0.26520140034679685 0.0007525195007042074 0.0915 -19.624716730722998 SNIa
2021wcj -0.10451711675219288 0.6 1.4321422578925134 17.652007767196817 -0.09859326815494227 0.6 1.8509816672722377 17.601666938567092 6.986458400264382 23.502902457699243 4.02114787108813 5.844824217155515 -3.6385842651977196 -3.4870735965382362 -0.03128649250882276 0.005036408697402184 0.046084 -18.875254592452496 SNIa
2020jjk -0.09139722732619351 0.6 -3.8129477530171094 19.384126351384957 -0.12371364011077904 0.6 -5.259850716874407 19.25083825861047 8.078171300236136 2.34508144477937 2.071556 1.1320386437920915 0.42687258880700796 0.5028067269862682 -0.13603309436430422 0.012531195522431537 0.131 -19.78056561709657 SNIa
2019bly -0.07852762495974076 0.6 2.3068964119475552 18.206273071553333 -0.12245046649901589 0.6 -2.951489710198288 17.95871391752343 11.88061340013519 0.22197610925395872 1.125757 0.19717941727562763 2.2675386931184356 2.529741859695104 -0.42392798895802386 0.005460127324714459 0.08 -19.617333159760157 SNIa
2020dgc -0.07894587668344745 0.6 2.9709870070423277 17.66321086757717 -0.10302113428006902 0.6 -0.9478540586892009 17.695852900503343 10.959699099883437 5.980134853631364 4.567818 1.3091885126840352 -1.4515459094567582 -1.2591074595254028 -0.12540918412254598 0.004819224867163463 0.052328 -19.242471530080465 SNIa
