object_name red_amplitude red_amplitude2 red_offset red_magnitude green_amplitude green_amplitude2 green_offset green_magnitude delta_time input_separation input_size normal_separation deltamag_red deltamag_green model_color Pcc redshift absmag class
2018bym -0.034032989640736755 0.9911054759989075 -4.565729817782136 18.424085801666273 -0.04201301733529891 0.9987720345614338 -9.55204917755996 18.260284481217237 49.7602809999953 0.7141368877598063 0.7499253493177546 0.9522773012133716 3.9669873135476834 4.174043832298668 -0.10362998360907838 0.011186438623630557 0.274 -22.48073411700678 SLSN-I
2019dfa -0.19653879155215745 0.2403649772907946 -9.056045733983124 16.84748119171086 -0.12370697236659967 0.8250976031224231 -2.672767876133477 16.404599502452804 14.842499999911524 10.763091166558791 7.542095632903039 1.4270690389556826 -2.7328854383863597 -2.740408818163983 -0.04808571996895239 0.001960663310480504 0.02544 -18.930403813592118 SNIa
2021mzb -0.27738185655600156 0.18726903789422267 -8.451571847833506 18.38475521520636 -0.13537423097475912 0.8851677208243639 -2.576465070258999 17.8059864576574 12.955960599705577 2.071236450909996 1.7061356014137643 1.2139928673862126 0.21141616703580368 0.2789823268855578 -0.09942065622617591 0.002659997462301167 0.055 -19.152608659397995 SNIa
2019hpv -0.053874120333082365 0.22730754975413314 -2.348246706040668 19.081880285752618 -0.034477086689503375 0.5740374689408381 -38.57812100997732 18.661618190358467 5.9754861001856625 14.09654033433698 6.9863504028498715 2.017725925769014 -5.329095404813922 -5.467989490335674 -0.3022182432705556 0.0015626795357993606 0.034033 -17.459457147002315 SNII
2020uma -0.1364403549037727 0.38636958054757864 -3.0495024408723017 17.871442787158795 -0.13135950818416428 0.6406547364799653 -1.2238065811336978 17.57095819709113 9.979606499895453 7.295299513535475 0.8983094760652475 8.121142777531594 -1.7829138699060962 -1.6817351981335449 -0.1663857063569516 0.0017027575911288118 0.076 -20.144640290916673 SNIa
2021tuo -0.07497252490720234 0.49045171121915726 -7.247043599702771 19.01759882680909 -0.11473619831600002 0.4260271739152659 -6.722822615507634 18.88546264421698 10.028715200256556 1.1377179684355778 2.456729 0.46310275510061455 -0.0799349412085597 0.07073814450715332 -0.18841987248989867 0.007004556562994035 0.104 -19.655679850571477 SNIa
2020ule -0.12803164285344037 0.6026751994008227 -2.733815036271775 19.152287985859722 -0.14357231498753292 0.6605136873539581 -2.753655991713533 19.112488032819883 9.12991899996996 0.25369017500663893 2.132283 0.11897584654881126 -2.4587599468729096 -2.632381808219698 -0.020844454986210792 0.0008884368668894416 0.11 -19.69178162599918 SNIa
2020acol -0.10310399984179386 0.5102477735768711 -2.1573597835001435 15.316000401269214 -0.15401149343189724 0.5064083924233398 -3.272670499666525 15.406899902932086 14.047291700262576 11.180346231137916 5.748244 1.945002026903854 -2.5512562290884127 -2.931548156225208 0.03617114015793277 0.0007563759836687334 0.0163 -19.004500187341325 SNIa
2007me -0.12818321494031004 0.42481794659388805 -7.840960786157667 20.450223956570333 -0.11834929764370714 0.7632226487215346 -4.9961813752302175 20.25329951223912 12.000402999998187 1.6193714878851753 1.894449 0.854798143357343 -1.4363695308032973 -1.4570980879256226 0.014983745925970737 0.004829017029373439 0.2052 -19.868744478834717 SNIa
2020adij -0.08884809003712865 0.6095851754304707 -30.46367441271415 18.242273291901135 -0.20188572808869795 0.6075248611594977 -9.445886407624453 18.707295853196985 11.935983799863607 3.8706062497241813 3.694289 1.0477269779717238 -3.829297398831727 -3.9997654558865605 0.05540503926606988 0.00103618877138556 0.071378 -18.884317702615228 SNIa
2019cac -0.042952054646236186 0.5103345499013775 -16.26681161694924 19.013258964645935 -0.045124458290531924 0.6153035257821406 -7.679636131309992 18.90289506871015 20.89966430002096 0.9965683248415667 0.5622613 1.7724291621023298 4.265151761831568 4.322110999058605 -0.043807967923982005 0.01726283205998247 0.0467 -17.7956430781725 SNIIn
2019vzf -0.0391394234993247 0.6761912316468216 -10.045243984351448 17.7919841007103 -0.0477988946330059 0.5996683449577956 -16.23748473228692 17.607834908021346 33.89611109998077 2.9197487610731128 2.671444171077794 1.0929476994816405 -2.274451260605815 -2.041977408607927 -0.19931668997093865 0.0007516814796638682 0.06 -19.639047632465726 SNIa
2020prg -0.04007954236356058 0.5631563898920497 -12.534627089934377 18.60550328567828 -0.05342605371597417 0.39633286948939467 -11.875863280409842 18.47553728127185 6.060347200371325 5.113733281491268 1.003791133496843 5.094419656484594 1.2376204326972093 1.3122818450802498 -0.23629691871984448 0.016839581602845932 0.08 -19.432735100867085 SNIa
2020kfb -0.12403315389455952 0.3854119318910767 -5.688635211117441 18.864332085505467 -0.12043007721188578 0.8802125332032287 -0.5352358929784145 18.42835650632476 12.115416599903256 0.2658831338361926 0.8432509098910795 0.31530725993587844 2.3894574358462357 2.483314373324692 -0.20742447073426362 0.004103337709371102 0.072 -19.134455064639667 SNIa
2021hdw -0.20009306460325954 0.22868519009505758 -6.981108644105747 18.16956666944318 -0.1273823715602909 0.7011529906814511 -3.432129157441281 18.47816790754643 8.952013799920678 0.5245896591695898 8.481731 0.06184936296253557 -3.434977860342441 -4.146659343872786 0.6941736982292674 0.0026295926399338976 0.03419 -18.26610134850902 SNIa
2020pst -0.23968330658728826 0.1698448832233766 -8.57701645761934 17.8855119616492 -0.20045056035702818 0.3202602725178163 -7.171962587655257 17.534502570783744 14.999791700392962 5.193479513350709 0.8064699144693295 6.439768452823319 -1.192410986338622 -1.0316489633303476 -0.13026033509552803 0.0010882794820766817 0.046 -19.337991222937653 SNIa
SNLS06D4eu -0.039367344942096524 0.9135827658056783 0.7686735244558295 22.40805323450349 -0.055438524945837814 0.6988928812641011 -11.247132723738485 23.39975593146569 29.099999999998545 0.0 0.0 0.0 0.8149372025260639 -0.1381516166156409 0.9604537656052905 0.5384294356747743 1.5881 -23.012015338273848 SLSN-I
2020unm -0.06379472101557518 0.6408081976577048 -48.017701692972025 15.86311118624475 -0.06933254493716877 0.36325481005210697 -45.076463443232086 18.270056580135837 0.0 8.258256831072291 3.8538383724298213 2.142865380694601 -6.281419664320751 -7.691257039634827 1.5764318801907748 6.170818623918439e-05 0.00898 -16.3441904447469 SNIa
2019dfv -0.10780280550817839 0.4252349878054036 -6.984749148758208 18.54283323715388 -0.09156971603131328 0.6177493433008134 -4.777049483901221 18.23807264211552 14.916539303616446 0.41269299710258417 1.207073 0.3418956410279943 1.4866269385118116 1.6632800435318913 -0.17999950218383276 0.0036391831148294695 0.09 -19.85076421562532 SNIa
2019hsz -0.10728971034076609 0.5203968833958149 -5.469696929473999 18.719967567524854 -0.07455016561915398 0.4538334028476152 -2.196925101471137 18.527293706261972 11.937291644331708 1.9846234823281887 3.7776955858711387 0.5253529399644661 -2.9531794946813736 -2.9190737241097136 -0.1308880654936182 0.0014812714187592002 0.086 -19.543637679629533 SNIa
2018ijp -0.02294080217909682 0.5699861129090167 -21.99974781324292 19.227179387582332 -0.0270929032564732 0.5274178648413134 -11.75496031234624 19.981933181972618 10.034340299825999 4.990960761522527 3.091339 1.6144980416326151 -1.2702862940442579 -2.4777339077753275 0.7586213380105988 0.0065551841738116234 0.0848 -19.278269514206787 SNIc
2021tux -0.06940613696428191 0.5756645586869644 -26.889035473397552 18.386280012381917 -0.030255673259193504 0.45831132491927057 -4.652226236017648 19.516566461690324 6.953263800125569 9.235193480465325 5.742605385727534 1.6081887680142788 -2.5356972107183537 -3.3725030703536767 0.8344550499410701 0.0075065711123567525 0.03 -17.119681304593158 SNIb
