mod_object_name class red_amplitude red_amplitude2 red_offset red_magnitude green_amplitude green_amplitude2 green_offset green_magnitude average_amplitude average_offset average_magnitude delta_time green_brightest red_brightest input_separation input_size input_magnitude normal_separation deltamag_red deltamag_green color model_color Pcc redshift absmag
2019uba SLSN-II -0.020751116242936383 1.0 -2.9535515457037667 19.1659152909566 -0.028892376352281146 1.0 1.99090925042477 19.315087724717912 -0.025326173013268363 0.9798104957768049 19.233176511139774 30.711875000037253 18.9314079284668 18.9652671813965 8.995316550693328 0.9849448 19.060560000000002 9.132812875090389 0.0952928186035038 0.12915207153320196 0.1491724337613114 0.14901860226891728 0.029398018267648318 0.302 -22.0738199278397
2008es SLSN-II nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0 0.0 23.2 0.0 nan nan nan nan 0.16124646385212038 0.213 nan
2017bcc SLSN-II -0.022589386745360155 1.0 10.246902226622598 17.89472573784013 -0.00905545544066139 1.0 47.976391766291016 18.610659640465233 -0.015015285328665957 17.609935960489146 18.314589426077468 32.280606944448664 18.5495 16.6154 0.30234086349799094 0.8920768 17.747799999999998 0.3389179760060916 1.132399999999997 -0.8017000000000003 0.7159339026251033 0.7966145849253756 0.0004248758927758445 0.133 -22.435344682505942
2019ibk SNII -0.00941399046192859 1.0 -26.314299190176037 18.844433234194184 -0.010507922563000085 1.0 -22.362960943637376 18.74324536819597 -0.009944655173892085 -24.340606870451918 18.800112549542945 37.84013890018832 18.7072677612305 18.79 12.211308052514212 6.434216 15.49061 1.8978703936134895 -3.299389999999999 -3.2166577612305005 -0.10118786599821306 -0.10391851134589913 0.007322186584644341 0.040164 -17.524105592092916
2019hsy SNIa -0.08928172526415218 1.0 0.9531467490552624 18.779081986334155 -0.1313938452939274 1.0 -0.5377508088727326 18.627551491886834 -0.1136128915272033 -0.03663547252253222 18.707555154325384 11.93559024440765 18.5717277526855 18.6048488616943 0.44482440032055454 3.4311593251310666 16.0361 0.12964259545235857 -2.5687488616942993 -2.5356277526854996 -0.15153049444732147 -0.15281786435819456 0.0016700639391392658 0.069 -18.92870525673144
2019hql SNIa -0.07366322616327081 1.0 2.0905691000413116 18.60252795678388 -0.12337917177160887 1.0 -0.17728268184978674 18.39260666248368 -0.09535173386978309 0.5051542150230914 18.498793202037895 10.994571710965829 18.3808326721191 18.4715766906738 26.346983846201923 2.643502 16.2314 9.966697148782911 -2.240176690673799 -2.149432672119101 -0.20992129430020157 -0.2221743795815172 0.029172661565386115 0.07 -19.09472838722838
2019hqh SNIa -0.05839645754812689 1.0 7.494987203425283 18.72856489385317 -0.09749317763253373 1.0 1.6217925083347975 18.461973875258547 -0.06687271087985974 6.886776128420865 18.65108135609634 6.020972300211724 18.6027507781982 18.6427669525146 0.9445612037857197 1.45504 16.78061 0.6491651114647843 -1.8621569525145993 -1.8221407781982002 -0.26659101859462453 -0.36483485252887604 0.0005823797024476773 0.08 -19.22844099815169
2019hqg SNIa -0.06763442852462423 1.0 6.993704165150378 18.618166791312895 -0.10082077715793882 1.0 2.027952239571286 18.48072901243004 -0.07666784379490613 4.657502304839696 18.55382431750138 10.00332171854825 18.4511795043945 18.5258655548096 2.7688935844919254 2.002201 17.144025 1.382924883411768 -1.3818405548095996 -1.3071545043945 -0.13743777888285535 -0.2468460286022207 0.0019422785551403976 0.07 -19.04043952309258
2019hnu SNIa -0.07279754254310719 1.0 6.437063968057759 17.977110140585516 -0.0900308736890829 1.0 1.5276258188020093 17.87759301546206 -0.08140594125167751 3.7324475141672084 17.93561918750626 14.994814803627378 17.8583850860596 17.9167194366455 5.94806582593254 3.437263 16.48565 1.7304657298357848 -1.431069436645501 -1.372735086059599 -0.09951712512345523 -0.21876770843023507 0.004101809109775645 0.06 -19.29969095794305
2019hnn SNIa -0.07038271406351912 1.0 7.783167639860213 18.69363565280542 -0.1027615366912368 1.0 3.122008130429764 18.646366018238616 -0.0841326085526997 5.0613377116293545 18.66767623197026 9.017592600081116 18.6418399810791 18.6483936309814 9.361918884352086 1.8052036544832386 15.7525 5.186073527550025 -2.8958936309813996 -2.889339981079102 -0.047269634566802665 -0.17147566228393885 0.0028646271482114516 0.08 -19.22281431968489
2019hmc SNIa -0.08047767597875373 1.0 -5.267593022123535 18.72001106611093 -0.04505496097702097 1.0 -12.965971788553531 19.016751595628836 -0.0776143155371766 -5.5053559209083005 18.777928028318417 17.955474500078708 19.0963268280029 18.7903060913086 4.020607085377622 3.046383 19.04967 1.3197969806743348 0.25936390869139814 -0.04665682800290227 0.29674052951790486 0.3600865069357724 0.018424737871796992 0.045031 -17.77979607669294
2019hlx SNIa -0.048534058946881245 1.0 -24.49287571532951 17.952122883099708 -0.10894992671595821 1.0 -9.825785307889888 17.864126154336308 -0.05275972775253587 -17.128722790900227 17.91853514708107 3.637978807091713e-11 18.24 18.8189163208008 1.9342110414066662 1.059379 18.26549 1.825797039026322 -0.5534263208007992 0.025490000000001345 -0.08799672876340026 -0.16799135870948945 0.0015816280175499076 0.07 -18.74738875710138
2019hko SNIa -0.07895204284351337 1.0 0.8600401035680052 18.99575451651507 -0.1198315243046805 1.0 -2.936823940301046 18.770897497473875 -0.0904348573998468 -1.0292137797192136 18.86732752389724 13.737891377524647 18.7864780426025 18.8324794769287 9.355208224731248 1.8839793363461828 16.4694 4.965663924358574 -2.3630794769287 -2.3170780426024997 -0.22485701904119537 -0.17195783164372003 0.004984630656157396 0.09 -19.309220729852935
2019hkn SNIa -0.07446000617693244 1.0 4.071103994123764 18.531348470196047 -0.10668309888585017 1.0 1.2363688109616644 18.313872707924624 -0.08975656087076447 2.2387416857605835 18.41093763190916 9.996909700334072 18.3288402557373 18.4634628295898 0.044921861618735584 1.206977 17.134175 0.03721849017730709 -1.329287829589802 -1.194665255737302 -0.21747576227142318 -0.25934364950011357 0.00047446403403028636 0.0822 -19.469912971950535
2019ibc Varstar -0.11596955858949856 1.0 -38.60809779581821 12.473772838243477 -0.1512280196292618 1.0 -36.31411439691708 11.13354674038576 -0.13000371825258553 -37.534563119733214 11.934910513753424 0.46753469994291663 15.5289001464844 15.8 0.2771110682835558 0.6687169460433503 23.25531 0.41439217283659474 7.455310000000001 7.726409853515602 -1.340226097857716 -0.33312109417041924 0.01577697656885002 0.0 0.0
