acceptance_radius import_ZTF import_OSC import_local import_lightcurve reimport_catalog search_radius Pcc_filter Pcc_filter_alternative star_separation star_cut date_range late_phase n_walkers n_steps n_cores model training_days sorting_state clean SMOTE_state clf_state n_estimators max_depth feature_set neighbors recalculate_nature classifier n_samples plot_lightcurve do_observability save_features ra_deg dec_deg transient_source object_name object_name_in ztf_name tns_name object_class g_correct r_correct dust_map red_amplitude red_amplitude2 red_offset red_magnitude green_amplitude green_amplitude2 green_offset green_magnitude model_color late_color late_color10 late_color20 late_color40 late_color60 bright_mjd first_mjd green_brightest red_brightest chi2 host_radius host_separation host_ra host_dec host_Pcc host_magnitude host_magnitude_g host_magnitude_r host_nature photoz photoz_err specz specz_err best_host redshift redshift_label delta_time deltamag_red deltamag_green absmag input_separation input_size input_magnitude normal_separation true_deltamag_red true_deltamag_green hostless_cut host_g_r input_host_g_r
3.0 True False True False False 1.0 i r 1.0 0.1 15.0 40.0 50.0 1000.0 1.0 double 20.0 42.0 0.0 42.0 42.0 100.0 7.0 13.0 20.0 False "" 3.0 False False True 118.64804166666666 18.772688888888887 TNS 2021ebb 2021ebb -- 2021ebb SNIa 0.19942724931191536 0.1428697191036657 SFD -0.1024830711617048 0.4706451358624818 -7.79434087056563 17.015417389891127 -0.1007463787430159 0.43775254760160137 -7.659944323275928 16.66363212469142 -0.3308893835903568 -0.5038892550706144 -0.3687875975591197 -0.4150093945222473 -0.5038892550706144 -0.5881269054579654 59293.15225689998 59271.235972200055 17.446648750688084 17.309517280896337 2.631765103590359 3.314005 3.181992101293168 118.648333745104 18.7718493767896 0.012583700168943168 18.525134713683347 18.96588806906562 18.760939333162103 0.925 0.062679 0.028486 nan nan 20.0 0.04 specz 21.91628469992429 1.2156174327870097 1.0784859629952628 -18.99787095483203 3.181992101293168 3.314005 18.525134713683347 0.9601651479986204 1.451422052265766 1.5192393183775366 0.1 0.2049487359035176 0.2049487359035176
3.0 True False True False False 1.0 i r 1.0 0.1 15.0 40.0 50.0 1000.0 1.0 double 20.0 42.0 0.0 42.0 42.0 100.0 7.0 13.0 20.0 False "" 3.0 False False True 256.28791708333 33.44255 TNS 2019lkw 2019lkw -- 2019lkw SNII 0.08794947866615392 0.06300702314102719 SFD -0.1406664828871128 0.6647907306212381 -3.577319600752194 17.772416943869295 -0.11988260448882401 0.4006072545419629 -4.4888188479955184 17.7732454064419 -0.1388700807600216 -1.9349876193727482 -0.5450440354783126 -1.0110686242576357 -1.9349876193727482 -2.8470885223979536 58694.22687500017 58681.194085599855 17.634716521333846 17.664249976858976 5.905839447245807 0.6383865 0.11460709954639793 256.287914519669 33.44258176335025 0.0009268718147927846 19.682085239872123 20.394330313847128 19.967287177221735 0.03888888888888889 0.150236 0.046604 nan nan 30.0 0.07 specz 13.03278940031305 2.017835263013147 2.0473687185382765 -19.904375418944845 0.11460709954639793 0.6383865 19.682085239872123 0.17952619541045736 2.303037200362759 2.7596137925132815 0.1 0.42704313662539306 0.42704313662539306
3.0 True False True False False 1.0 i r 1.0 0.1 15.0 40.0 50.0 1000.0 1.0 double 20.0 42.0 0.0 42.0 42.0 100.0 7.0 13.0 20.0 False "" 3.0 False False True 264.45553666666 57.780448222222 TNS 2019nql 2019nql -- 2019nql SNIa 0.2490402100558096 0.17841245355865 SFD -0.1410687666465586 0.31395218567407734 -4.320317139185214 19.60833104765408 -0.13483044509171177 0.4079831172865405 -3.4027581483715554 19.451660432248822 -0.07243053000164679 0.26890411926948943 -0.022140920212315507 0.06382357264051564 0.26890411926948943 0.48242931088375585 58707.223495400045 58696.30946760019 19.06328578994419 19.23034754644135 0.3542556569877536 0.6682467 0.748674107423519 264.455332984165 57.7802708632008 0.0021512861705548225 20.32206920823728 21.338623554815392 20.806247918564335 0.96875 0.16865 0.081341 nan nan 22.0 0.11 specz 10.914027799852192 1.0917216617959298 1.258783418293092 -19.37811968295498 0.748674107423519 0.6682467 20.32206920823728 1.1203558617251967 1.5759003721229838 2.275337764871203 0.1 0.5323756362510572 0.5323756362510572
3.0 True False True False False 1.0 i r 1.0 0.1 15.0 40.0 50.0 1000.0 1.0 double 20.0 42.0 0.0 42.0 42.0 100.0 7.0 13.0 20.0 False "" 3.0 False False True 259.16664249999 11.479383333333 TNS 2019gyy 2019gyy -- 2019gyy CV 0.6109015953957019 0.43765001841676815 SFD -0.19604996519070034 0.6934776375308211 -29.56442932720097 13.881660291969377 -0.20796504399559995 0.6697904379642095 -30.323897517339645 13.532990380644502 -0.14544737264764152 -0.01076425751493204 -0.11106530493258404 -0.07752987685654489 -0.01076425751493204 0.05597109877287565 58641.23173609981 58641.23173609981 16.652878404604298 16.889127981583233 4.478710567782437 0.7485686815597805 0.21342207950312123 259.16669652 11.47935665 0.005575543821472295 21.611576354011167 21.94847707799849 21.6528347031988 0.1125 nan nan nan nan 44.0 0.0 specz 0.0 4.722448372427934 4.958697949406869 0.0 0.21342207950312123 0.7485686815597805 21.611576354011167 0.2851068776460392 4.763706721615566 5.295598673394192 0.1 0.2956423747996908 0.2956423747996908
3.0 True False True False False 1.0 i r 1.0 0.1 15.0 40.0 50.0 1000.0 1.0 double 20.0 42.0 0.0 42.0 42.0 100.0 7.0 13.0 20.0 False "" 3.0 False False True 328.61983246 -8.34727207 TNS 2019itq 2019itq -- 2019itq SLSN-I 0.16923150563463313 0.12123748262552937 SFD -0.18167699740595283 0.26323881118947345 -19.668065027885458 20.30027000505071 -0.04291117490019198 0.3424110235773859 -21.3410891983364 20.187244381159246 -0.36792665378061784 -1.993417538235704 -0.8153731218172986 -1.2337807788074606 -1.993417538235704 -2.6974533641518974 58672.42263890011 58658.45925930003 20.004712494365364 20.288742517374473 4.353328634761283 0.8126214385318266 0.20711825323700225 328.61988174 -8.34730261 0.019965452109510062 23.08908423584584 23.64 23.57496838501139 0.5 nan nan nan nan 25.0 0.481 specz 13.963379600085318 2.8003417184713655 3.0843717414804743 -21.937374963008132 0.20711825323700225 0.8126214385318266 23.08908423584584 0.2548766786305877 3.286225867636915 3.6352875056346363 0.1 0.06503161498861232 0.06503161498861232
3.0 True False True False False 1.0 i r 1.0 0.1 15.0 40.0 50.0 1000.0 1.0 double 20.0 42.0 0.0 42.0 42.0 100.0 7.0 13.0 20.0 False "" 3.0 False False True 150.90374999999997 45.29913888888888 TNS 2020zgu 2020zgu -- 2020zgu SNIa 0.03179965595023718 0.022781279533659746 SFD -0.1529333201181517 0.4346180721524011 -3.3053666302435505 17.485440830333907 -0.1422767882144501 0.6287793559104728 -1.2685398322275097 17.266088723500175 -0.09390462505685448 0.5956463552691957 -0.0250972527140938 0.15448285301759412 0.5956463552691957 1.0541213119757273 59175.532048599795 59165.41138890013 17.16699734404976 17.267881720466338 0.22207180681760047 3.524214 1.7121989655371626 150.90410137486901 45.2987325421664 0.0014677169336250184 15.725625648698992 16.482817391651217 15.99016944401945 1.0 0.045654 0.011323 0.04135794 1.02638e-05 21.0 0.04136 specz 10.12065969966352 -1.542256071767346 -1.4413716953507691 -19.114240656240742 1.7121989655371626 3.524214 15.725625648698992 0.4858385346455018 -1.2777122764468878 -0.6841799523985443 0.1 0.49264794763176667 0.49264794763176667
3.0 True False True False False 1.0 i r 1.0 0.1 15.0 40.0 50.0 1000.0 1.0 double 20.0 42.0 0.0 42.0 42.0 100.0 7.0 13.0 20.0 False "" 3.0 False False True 88.85717916666667 51.947199999999995 TNS 2020ckt 2020ckt -- 2020ckt SNIa 0.8125049160806609 0.5820786754634127 SFD -0.10969575607191745 0.3494781070048313 -30.72228948371651 18.87558515408975 -0.09859222517078418 0.3201846201875542 -9.130250383784237 19.67693883587524 0.28391080227083876 -0.3514958127317733 -0.015706467782752753 -0.17082265121151252 -0.3514958127317733 -0.49326730055977563 58892.28278939985 58892.28278939985 19.633477083919338 18.865345324536587 4.667943554150099 3.1673983096368716 0.6993704027077531 88.85715078 51.94739348 0.0016704599446589752 16.236521432793847 17.1717686686596 16.678902400639515 1.0 nan nan nan nan 26.0 0.066 specz 0.0 -2.6288238917427407 -3.3969556511254915 -18.569485563818386 0.6993704027077531 3.1673983096368716 16.236521432793847 0.22080279596661553 -2.186442923897072 -2.4617084152597393 0.1 0.4928662680200837 0.4928662680200837
3.0 True False True False False 1.0 i r 1.0 0.1 15.0 40.0 50.0 1000.0 1.0 double 20.0 42.0 0.0 42.0 42.0 100.0 7.0 13.0 20.0 False "" 3.0 False False True 160.96138333333332 18.658405555555554 TNS 2020cho 2020cho -- 2020cho SNIa 0.11235442707845811 0.08049073279673183 SFD -0.1104412393174494 0.46745536638112045 -5.497594372029243 17.53415796157457 -0.13568589156101685 0.3728911131884793 -7.836299385649626 17.997299963448494 0.37623454001280265 0.5295403349183836 0.473832568399974 0.518247166275426 0.5295403349183836 0.5133686601161287 58904.2337962999 58891.29453699989 17.748445572921543 17.35757426720327 0.20685925393677637 6.149369 7.722990098960681 160.9622643645875 18.656429339938953 0.002028391946727104 14.324510945594096 15.507025733060356 14.705933422174898 0.99 0.035888 0.00977 0.03023105 1.24594e-05 17.0 0.03023 specz 12.939259300008416 -3.0330633216091734 -3.423934627327448 -18.326266825956054 7.722990098960681 6.149369 14.324510945594096 1.2558996051400853 -2.6516408450283713 -2.2414198398611873 0.1 0.8010923108854584 0.8010923108854584
3.0 True False True False False 1.0 i r 1.0 0.1 15.0 40.0 50.0 1000.0 1.0 double 20.0 42.0 0.0 42.0 42.0 100.0 7.0 13.0 20.0 False "" 3.0 False False True 250.98342083333324 77.87992222222222 TNS 2020qvw 2020qvw -- 2020qvw SNII 0.14497323481315433 0.10385885282361769 SFD -0.08100227734085796 0.34436778735882584 0.6760341943308383 18.86150472216885 -0.15140431709288285 0.23276221308859396 -15.002275772504891 18.5653320350638 -0.7017374599921489 0.5041256102399316 -0.12233913225266946 0.194281567218205 0.5041256102399316 0.6840070761350745 59067.3177546002 59067.28267360013 18.557256765186846 18.784811147176384 36.97823355037115 2.876686 3.2428944650659353 250.9852784782925 77.87911024203069 0.0034826971113688376 17.110880355918503 18.06928464811039 17.44728090792225 1.0 0.088329 0.025725 nan nan 12.0 0.05 specz 0.035081000067293644 -1.673930791257881 -1.4463764092683427 -18.022700731673737 3.2428944650659353 2.876686 17.110880355918503 1.1273022029745114 -1.3375302392541357 -0.48797211707645616 0.1 0.6220037401881413 0.6220037401881413
3.0 True False True False False 1.0 i r 1.0 0.1 15.0 40.0 50.0 1000.0 1.0 double 20.0 42.0 0.0 42.0 42.0 100.0 7.0 13.0 20.0 False "" 3.0 False False True 86.777875 7.336011111111111 TNS 2021zo 2021zo -- 2021zo SNII 1.662937685432049 1.191328872179263 SFD -0.08929421358930244 0.5105572283578557 -11.66990921908318 16.587650782803824 -0.10533954433010398 0.39736801253697657 -14.125301381064448 16.834171723267612 0.11693386978882714 0.19640266309028576 0.13974033005418818 0.18629565045077 0.19640266309028576 0.14335277453922046 59251.213425899856 59223.28674770007 17.11063931456795 17.059801127820737 0.3822036412825166 1.5812244575369239 2.642156249987254 86.77859324 7.33583448 0.005450870598040836 18.9431553593446 22.50611828913505 21.416739587992282 0.4166666666666667 nan nan nan nan 39.0 0.03 specz 27.926678199786693 1.8833542315238638 1.8325160447766502 -18.607089387567523 2.642156249987254 1.5812244575369239 18.9431553593446 1.6709558452586455 4.356938460171545 5.395478974567098 0.1 1.089378701142767 1.089378701142767
3.0 True False True False False 1.0 i r 1.0 0.1 15.0 40.0 50.0 1000.0 1.0 double 20.0 42.0 0.0 42.0 42.0 100.0 7.0 13.0 20.0 False "" 3.0 False False True 136.1089958333333 8.012786111111112 TNS 2021ibo 2021ibo -- 2021ibo SNIa 0.20551166419702102 0.14722859507745809 SFD -0.12663762376112583 0.45466180798069417 -2.2947895738532775 17.919816934474984 -0.1501321526505632 0.41931211529849777 -3.7264859117683353 17.796212161442085 -0.1974371333071332 0.1905455946897625 -0.05080984862835436 0.05532972593625729 0.1905455946897625 0.3010495097924881 59316.214826399926 59306.2332870001 17.581170335802977 17.74954040492254 0.12307286189427474 1.800566 5.870210816084553 136.10839319549052 8.014303605114245 0.04311317438224438 20.338466204193068 20.299630951214553 20.355211239443058 0.975 0.125508 0.101813 nan nan 16.0 0.058 specz 9.981539399828762 2.588925799270527 2.7572958683900914 -19.392557323293047 5.870210816084553 1.800566 20.338466204193068 3.2602030784123173 2.6056708345205166 2.7184606154115762 0.1 -0.055580288228505026 -0.055580288228505026
3.0 True False True False False 1.0 i r 1.0 0.1 15.0 40.0 50.0 1000.0 1.0 double 20.0 42.0 0.0 42.0 42.0 100.0 7.0 13.0 20.0 False "" 3.0 False False True 205.02456249999994 29.447675 TNS 2021kyp 2021kyp -- 2021kyp SNIa 0.06505633217302809 0.046606368665989314 SFD -0.06677529695132949 0.2993041043909523 -5.009742187572892 19.3954557470398 -0.06109627281975309 0.41119056698406625 -5.662260556514333 19.330392742468703 -0.0310635106300019 0.19442562121613705 0.045458950498307615 0.10003025020289869 0.19442562121613705 0.29030495564614966 59341.30006940011 59334.23872689996 19.11773966782697 19.18168263133401 0.5724837154607114 1.608681 2.002324411876596 205.024074190901 29.4480335340623 0.021375258917593953 20.972722250348955 22.22203442589209 21.513418346618018 0.89375 0.31996 0.071254 nan nan 19.0 0.12 specz 7.061342500150204 1.7910396190149456 1.8549825825219841 -19.62980575109596 2.002324411876596 1.608681 20.972722250348955 1.2446994847807589 2.331735715284008 3.1042947580651195 0.1 0.7086160792740728 0.7086160792740728
3.0 True False True False False 1.0 i r 1.0 0.1 15.0 40.0 50.0 1000.0 1.0 double 20.0 42.0 0.0 42.0 42.0 100.0 7.0 13.0 20.0 False "" 3.0 False False True 258.9904333333333 66.6909 TNS 2021iat 2021iat -- 2021iat SNIa 0.14527549513918794 0.10407539217832273 SFD -0.1324175465576744 0.3821941465904296 -4.896158175882919 18.455226768809986 -0.12965624730160763 0.4864388977047762 -4.32687880260924 18.22218220831909 -0.16022000880872866 0.29105825554020015 -0.06638879555606891 0.04694283016194589 0.29105825554020015 0.5397515023551769 59317.469444400165 59307.47076389985 18.04927450486081 18.204274607821677 0.2355081178661267 1.273562 0.14394730674120113 258.990368620612 66.690930710735 0.00036945637139196297 16.659812552667358 17.723211244227517 17.00769274117328 0.40499999999999997 0.076065 0.019769 nan nan 15.0 0.07 specz 9.99868050031364 -1.5444620551543196 -1.3894619521934537 -19.364350787982143 0.14394730674120113 1.273562 16.659812552667358 0.11302732551787908 -1.1965818666483976 -0.32606326063329405 0.1 0.7155185030542377 0.7155185030542377
3.0 True False True False False 1.0 i r 1.0 0.1 15.0 40.0 50.0 1000.0 1.0 double 20.0 42.0 0.0 42.0 42.0 100.0 7.0 13.0 20.0 False "" 3.0 False False True 260.51269458333 59.114826 TNS 2019bgl 2019bgl -- 2019bgl SNIbc 0.10687656973639001 0.07656639476142572 SFD -0.11293910767585702 0.42484370320608744 -5.2774756379968455 18.043333092804367 -0.10509722653786974 0.34481359121945687 -18.1839602257051 18.332496772013112 0.15841801781379417 0.2552845494293905 0.43345992609207684 0.43940633262815965 0.2552845494293905 0.025347387445371794 58541.5343865999 58526.51392359985 18.193096430263612 18.088834605238574 7.210479498422396 6.223055 14.499585241377535 260.5198601763253 59.11318527011186 0.005288932307245586 14.865560776278405 15.304649144907007 14.990864248276672 1.0 0.028933 0.005696 0.03064586 1.893569e-05 71.0 0.032 specz 15.020463000051677 -3.223273828960169 -3.3275356539852066 -17.72137898797692 14.499585241377535 6.223055 14.865560776278405 2.329978642544142 -3.097970356961902 -2.888447285356605 0.1 0.3137848966303345 0.3137848966303345
3.0 True False True False False 1.0 i r 1.0 0.1 15.0 40.0 50.0 1000.0 1.0 double 20.0 42.0 0.0 42.0 42.0 100.0 7.0 13.0 20.0 False "" 3.0 False False True 114.64640833333331 -6.454716666666667 TNS 2020aett 2020aett -- 2020aett SNIa 0.5203460255112196 0.3727759910343157 SFD -0.04174622840879277 0.32214193245497735 -7.945059860117405 18.55243138875852 -0.050268918490310406 0.40694166800358167 -17.815083067474745 18.364777764416885 -0.2394005418347902 0.26981494289828234 -0.08572367195964148 0.04810709532238633 0.26981494289828234 0.4518059203012541 59218.33714119997 59210.25273150019 18.10316197448878 18.387009008965684 1.548334115299762 1.4597068620962343 2.5153571413538254 114.64707298 -6.45448858 0.006071875038679786 19.26211522236753 19.90161732662379 19.534512674484983 1.0 nan nan nan nan 48.0 0.081 specz 8.084409699775279 0.8751062134018462 1.158953247878749 -19.514938584566913 2.5153571413538254 1.4597068620962343 19.26211522236753 1.7231933387924259 1.1475036655192987 1.7984553521350082 0.1 0.3671046521388064 0.3671046521388064
3.0 True False True False False 1.0 i r 1.0 0.1 15.0 40.0 50.0 1000.0 1.0 double 20.0 42.0 0.0 42.0 42.0 100.0 7.0 13.0 20.0 False "" 3.0 False False True 0.34009999999999996 34.60775833333334 TNS 2019ugv 2019ugv -- 2019ugv SNIa 0.2712723675615804 0.19433957539820373 SFD -0.08026937157760017 0.34100267762688874 -4.9808559120364535 19.28928831802758 -0.08322240887838558 0.45152255638542016 -2.7321451219524695 19.043984132337858 -0.13273396252026615 0.09086267757092159 -0.1484676169267054 -0.09100874796382286 0.09086267757092159 0.2924598846895776 58800.20283559989 58785.15484949993 19.01703463243842 19.139498424601797 0.22681088995874293 1.83227 3.026597748364974 0.341040055341913 34.607429448023 0.003114005747740678 17.829322437260174 18.425722578307617 18.059130183969387 1.0 0.121836 0.029216 nan nan 30.0 0.11 specz 15.047986099962145 -1.3101759873416228 -1.1877121951782463 -19.468968804794535 3.026597748364974 1.83227 17.829322437260174 1.6518295602531146 -1.08036824063241 -0.5913120541308032 0.1 0.3665923943382303 0.3665923943382303
3.0 True False True False False 1.0 i r 1.0 0.1 15.0 40.0 50.0 1000.0 1.0 double 20.0 42.0 0.0 42.0 42.0 100.0 7.0 13.0 20.0 False "" 3.0 False False True 267.64876958333 20.089201694444 TNS 2019pyt 2019pyt -- 2019pyt SNIa 0.2835299057202986 0.20312087805208287 SFD -0.06568528555985861 0.48153348789424905 2.1560641210626477 18.107573334171832 -0.047752978109917105 0.3522400502986091 -6.997351766929826 18.086446730479526 -0.27142227841501665 -0.40485230494223856 -0.13657208060487136 -0.16564585078046434 -0.40485230494223856 -0.7053734337536888 58747.12917819992 58737.18777780002 17.9420100942797 18.171980121947918 1.8099861514642437 1.599052800594621 1.6771516868432272 267.648465 20.08883398 0.0019157686552514486 17.912235387892895 18.294099739977053 18.107000360131103 0.99 nan nan nan nan 46.0 0.065 specz 9.941400399897248 -0.2597447340550225 -0.029774706386803018 -19.228186406450376 1.6771516868432272 1.599052800594621 17.912235387892895 1.0488407175920424 -0.06497976181681508 0.3520896456973546 0.1 0.18709937984595015 0.18709937984595015
3.0 True False True False False 1.0 i r 1.0 0.1 15.0 40.0 50.0 1000.0 1.0 double 20.0 42.0 0.0 42.0 42.0 100.0 7.0 13.0 20.0 False "" 3.0 False False True 20.253635416666 -13.8629585 TNS 2018fmt 2018fmt -- 2018fmt SNIbn 0.07826654210606063 0.056070165559065396 SFD -0.2612148023221835 0.7783882392445017 -0.6061135252506888 18.19535023925329 -0.2727059960977695 0.6363949946303844 -15.885034533380757 16.329077025141302 -0.07311423957267849 -0.4238210586133988 0.4077647329309748 0.167219900613631 -0.4238210586133988 -1.0193526695970476 58360.48263890017 58357.39668980008 18.21896845789394 18.164563834440933 17.83929368994534 2.724133421788849 1.2912849691180817 20.25328403 -13.86284771 0.0038852173488711506 17.68966156357503 18.305786752341337 17.971696374574222 1.0 nan nan nan nan 23.0 0.055 specz 3.085949100088328 -0.4749022708659041 -0.5293068943189105 -18.857613221328265 1.2912849691180817 2.724133421788849 17.68966156357503 0.4740167859583534 -0.1928674598667115 0.08681829444739719 0.1 0.33409037776711514 0.33409037776711514
3.0 True False True False False 1.0 i r 1.0 0.1 15.0 40.0 50.0 1000.0 1.0 double 20.0 42.0 0.0 42.0 42.0 100.0 7.0 13.0 20.0 False "" 3.0 False False True 238.52410833333332 24.59475833333333 TNS 2021pci 2021pci -- 2021pci SNIa 0.170071490882877 0.12183924821614897 SFD -0.13814836442011597 0.3210517528601343 -7.009217047474951 18.8394482750232 -0.14235492080190693 0.33933732085335055 -5.905925290338635 18.786546480168532 -0.026817675382439177 0.07959582701348822 -0.030435316036658833 0.0016487958607669384 0.07959582701348822 0.15871617759590606 59382.30210650014 59371.369629600085 18.501093509117123 18.560096751783853 0.7048607900649756 3.235443 3.4949213463006363 238.5237725334035 24.59567987912545 0.0028873026815605662 16.5806308484879 17.122089250170763 16.829623606510907 0.9949999999999999 0.053678 0.010734 0.07019628 6.969019e-06 31.0 0.070246 specz 10.93247690005228 -1.979465903295953 -1.920462660629223 -19.0165157771262 3.4949213463006363 3.235443 16.5806308484879 1.080198707348773 -1.7304731452729456 -1.3790042589463596 0.1 0.29246564365985606 0.29246564365985606
3.0 True False True False False 1.0 i r 1.0 0.1 15.0 40.0 50.0 1000.0 1.0 double 20.0 42.0 0.0 42.0 42.0 100.0 7.0 13.0 20.0 False "" 3.0 False False True 208.39581666666663 27.080941666666668 TNS 2021ezs 2021ezs -- 2021ezs SNIa 0.08849291403006715 0.06339634033845715 SFD -0.05932521904403862 0.35240136609368866 -3.3409644818955373 18.96395133747709 -0.060911556718157706 0.38675187464768845 -3.0449791379958207 18.870235681242942 -0.08132312404141828 0.010443755754177886 -0.06673475205863255 -0.043514903855225384 0.010443755754177886 0.06540501470995963 59294.26688659983 59280.39498839993 18.863392085969934 19.022396659661542 1.712841916238409 2.03181 0.5243565643633052 208.39565837924852 27.08097845019845 0.004730836673724315 18.771361131454157 19.55829702422585 19.089564889620085 0.9949999999999999 0.120748 0.031256 nan nan 7.0 0.11 specz 13.87189819989726 -0.2510355282073853 -0.09203095451577781 -19.58607056973479 0.5243565643633052 2.03181 18.771361131454157 0.25807362123589567 0.06716822995854344 0.6949049382559167 0.1 0.4687321346057658 0.4687321346057658
3.0 True False True False False 1.0 i r 1.0 0.1 15.0 40.0 50.0 1000.0 1.0 double 20.0 42.0 0.0 42.0 42.0 100.0 7.0 13.0 20.0 False "" 3.0 False False True 179.27024999999998 15.02677777777778 TNS 2021gbw 2021gbw -- 2021gbw SNIa 0.1420499889502579 0.10176463893487399 SFD -0.14239676341536434 0.3214358591234998 -14.186988827130433 18.84254827842981 -0.08823526143761509 0.3089130522794673 -18.677095283652086 18.745699967326235 -0.17731785275320533 -0.9725039645712847 -0.3745682770077714 -0.5821482099944824 -0.9725039645712847 -1.3470486959691748 59293.29436339997 59291.293553200085 18.66651701104974 18.678547361065124 5.061602333499584 2.292509 3.3376309814028695 179.27038967253998 15.02586052434945 0.0017481504754072175 16.60361545370101 17.40209163968353 16.574703307073207 0.905 0.075156 0.009449 0.08055782 1.817907e-05 19.0 0.080621 specz 2.000810199882835 -2.074931907364114 -2.062901557348731 -19.21265574269525 3.3376309814028695 2.292509 16.60361545370101 1.4558856612571072 -2.103844053991917 -1.2644253713662117 0.1 0.8273883326103224 0.8273883326103224
3.0 True False True False False 1.0 i r 1.0 0.1 15.0 40.0 50.0 1000.0 1.0 double 20.0 42.0 0.0 42.0 42.0 100.0 7.0 13.0 20.0 False "" 3.0 False False True 177.18195791666 14.0512 TNS 2019lek 2019lek -- 2019lek SNIa 0.18361717318523924 0.1315433775780253 SFD -0.23445188728905836 0.3968055674476117 -0.2270008252649296 16.324083931208907 -0.16279632302429878 0.38771049902331894 3.1937819840347625 16.129478812258036 0.316441232689332 -1.6114481768433464 -0.47716126009814097 -0.9594766306076536 -1.6114481768433464 -2.212050699693844 58679.202430599835 58676.17361109983 16.59691282681476 16.340276622421975 6.815317507785471 7.738484 7.761206208769294 177.1833193989585 14.052903968423 0.0028751893527085848 14.321451467596175 15.153568269806765 14.5785936564973 1.0 0.026918 0.007643 0.01063156 1.63462e-05 21.0 0.01063 specz 3.02881950000301 -2.0188251548258 -2.2754613592185837 -17.042388991064342 7.761206208769294 7.738484 14.321451467596175 1.0029362610001253 -1.761682965924674 -1.4433445570079932 0.1 0.5749746133094646 0.5749746133094646
3.0 True False True False False 1.0 i r 1.0 0.1 15.0 40.0 50.0 1000.0 1.0 double 20.0 42.0 0.0 42.0 42.0 100.0 7.0 13.0 20.0 False "" 3.0 False False True 138.53749999999997 40.07801944444445 TNS 2020scc 2020scc -- 2020scc SNIa 0.06189061766781121 0.04433845019605477 SFD -0.06401579666498594 0.7514762620782115 -24.181358122353544 15.520019380531222 -0.045897059540429136 0.5969338852779598 -34.85151155423385 16.412741900513574 0.6735959372461231 -0.12828338580777654 0.4927160844572285 0.29165958272308146 -0.12828338580777654 -0.5499441410631292 59124.45629630005 59124.45629630005 16.50629538233219 15.848775549803946 6.604184881750664 0.739365 17.640792342155123 138.541402141828 40.08190501892145 0.6938248719194429 22.18396029078537 23.278114399342897 23.07392332099856 0.26666666666666666 nan nan nan nan 19.0 0.008483 specz 0.0 7.251224450196055 6.593704617667811 -17.040447659021474 0.0 0.0 23.1 0.0 7.351224450196053 6.79370461766781 0.1 0.20419107834433703 0.0
3.0 True False True False False 1.0 i r 1.0 0.1 15.0 40.0 50.0 1000.0 1.0 double 20.0 42.0 0.0 42.0 42.0 100.0 7.0 13.0 20.0 False "" 3.0 False False True 334.9171208333333 4.8691055555555565 TNS 2021niy 2021niy -- 2021niy Varstar 0.4156987721925376 0.29780667897593116 SFD -0.1485936652346118 0.7713202969993054 -37.37553607483078 10.986107880928532 -0.13770788482570134 0.7633215232083317 -41.030645946344364 10.642548451476362 -0.31469705964200045 -0.6942534893009729 -0.40930913976224303 -0.5042736725072601 -0.6942534893009729 -0.8842155513908203 59352.46686339984 59352.428611100186 13.882211227807462 14.186365321024068 219.70231240013632 0.5030617 0.20000033037154516 334.917167850684 4.8691354173272 0.0015132094498867543 20.91416501080569 20.69441088591146 20.751020288404604 0.011111111111111112 nan nan nan nan 50.0 0.0 specz 0.03825229965150356 6.727799689781621 7.031953782998228 0.0 0.20000033037154516 0.5030617 20.91416501080569 0.3975662038504326 6.564654967380536 6.812199658103998 0.1 -0.0566094024931445 -0.0566094024931445
3.0 True False True False False 1.0 i r 1.0 0.1 15.0 40.0 50.0 1000.0 1.0 double 20.0 42.0 0.0 42.0 42.0 100.0 7.0 13.0 20.0 False "" 3.0 False False True 108.08304208333 66.203531 TNS 2019rlw 2019rlw -- 2019rlw SNIb 0.18157026214067576 0.13007697011878397 SFD -0.06632403465930625 0.39449131100256485 -7.194683666922916 18.74327932096333 -0.05992215287941167 0.2966478758652703 -13.811488196450565 19.33504277713243 0.401738208577882 0.3557323058527082 0.4834765772697054 0.47530331251182645 0.3557323058527082 0.1959725546823634 58772.535995400045 58756.45172449993 19.154965737859325 18.632965029881216 0.7893582764944981 2.499012 1.406222319677368 108.0821189511085 66.20341333672886 0.0009968050710966736 16.096132180803718 16.8045769604234 16.313448433474697 0.9949999999999999 0.040041 0.012033 nan nan 31.0 0.027 specz 16.08427090011537 -2.5368328490774985 -3.058833557055607 -16.800351208300174 1.406222319677368 2.499012 16.096132180803718 0.562711311381205 -2.319516596406519 -2.3503887774359242 0.1 0.4911285269487031 0.4911285269487031
