     Name                   RA                    DEC          Redshift  Classification 
  2021kmn   285.66195833333336     54.485619444444445              0.09            SNIa 
  2021kmc   121.68266666666665     54.478100000000005          0.032588            SNIa 
  2021kly    126.2580833333333     13.534811111111111           0.04423            SNIa 
  2021mku    170.4432208333333     -5.479236111111112             0.025            SNIa 
  2021khl             244.4735      32.10913888888889             0.063            SNIa 
  2021jys   135.30583333333334      10.43738888888889             0.036            SNIa 
  2021jyh    214.7430958333333     -2.068877777777778             0.134            SNIa 
  2021jwq   270.23017916666663     52.739647222222224            0.0498            SNIa 
  2021mqf   160.26088333333334    -3.9372555555555557             0.083            SNIa 
  2021jwl   233.89276249999998      5.392227777777778             0.038            SNIa 
  2021jzw   198.85353333333333     1.1286611111111111             0.047            SNIa 
  2021mqi   192.34619166666664      -4.12571111111111             0.075            SNIa 
  2021jwk   299.97479166666665     12.385399999999999             0.061            SNIa 
  2021jvy   229.74039166666665      68.16452777777778          0.099195            SNIa 
  2021jvs   224.43668749999995      6.624380555555556             0.021            SNIa 
  2021jup   125.87247083333331      2.355322222222222               0.1            SNIa 
  2021mqj          180.8643875      6.171383333333334             0.085            SNIa 
  2021kqo   233.45877083333332     30.937297222222224             0.068            SNIa 
  2021mph   179.30319166666663     -16.77048611111111              0.05            SNIa 
  2021khe   126.35571249999998      83.01408055555555               0.1            SNIa 
  2021kgu   235.83779166666665     42.153669444444446             0.103            SNIa 
  2021kfy   196.51922499999998                23.8011              0.15            SNIa 
  2021mla    269.9699083333333      69.41977222222222              0.08            SNIa 
  2021kfr   129.33321666666666      8.481727777777778              0.09            SNIa 
  2021mld   230.00476666666663      22.88667222222222              0.08            SNIa 
  2021kdz   265.47135416666663      63.58725833333334              0.09            SNIa 
  2021kax   194.96069999999997     22.723291666666665             0.072            SNIa 
  2021kdy   162.42277499999997     14.458227777777777              0.11            SNIa 
  2021mmp    334.4891041666666     22.461747222222222             0.073            SNIa 
  2021pjp   325.77714999999995     -4.044461111111111             0.057            SNIa 
  2021mnd    185.4441833333333      41.73952777777778              0.03            SNIa 
  2021pka   226.71272499999998     23.331083333333332          0.074052            SNIa 
  2021kbj   238.59244166666664     24.490419444444445              0.13            SNIa 
  2021kds   127.41028749999998    -17.298861111111112          0.018926            SNIa 
  2021pkt   250.58993333333328      57.06838333333334             0.167            SNIa 
  2021kqt   191.77380416666665      71.33063888888888             0.107            SNIa 
  2021mfg    306.3505416666667     -22.71976944444444             0.059            SNIa 
  2021lma   160.38385416666665      52.65101666666666          0.064376            SNIa 
  2021owq    313.9852916666667     10.436980555555555             0.089            SNIa 
  2021pbf   222.86504166666663    -11.900588888888889              0.07            SNIa 
  2021ljs   201.49221666666665    -26.464691666666667              0.06            SNIa 
  2021pbg    346.4643791666666     18.268555555555555             0.041            SNIa 
  2021ljb   189.25020833333332     -5.533169444444445             0.121            SNIa 
  2021liw   186.84114166666663      80.16883333333334            0.0335            SNIa 
  2021lin   232.40847499999995      48.77691111111111             0.076            SNIa 
  2021lia    302.5212083333333     -19.98218888888889             0.062            SNIa 
  2021lhz   319.78883749999994      35.83643333333334             0.053            SNIa 
  2021lht   175.51701249999996     -4.212441666666667             0.055            SNIa 
  2021lxg    324.7311416666666      34.20532222222222              0.07            SNIa 
  2021lxo   210.41132499999998      19.49643888888889           0.05975            SNIa 
  2021oxx   267.00277499999993     18.798994444444446              0.09            SNIa 
  2021lny          205.2664625     -25.60259166666667            0.0954            SNIa 
  2021luy   262.45675416666666     15.118261111111112              0.08            SNIa 
  2021luu    243.0821958333333     26.783494444444447               0.1            SNIa 
  2021lug   259.59639999999996    -0.3876333333333334              0.04            SNIa 
  2021lvk            263.39965      72.96904166666667          0.040978            SNIa 
  2021lwa   241.88060833333333     33.503661111111114             0.123            SNIa 
  2021lta   246.50243749999996     28.427444444444447               0.1            SNIa 
  2021lsv   160.87989166666665     29.520641666666666            0.0559            SNIa 
  2021lhs    302.4925833333333      1.219363888888889              0.08            SNIa 
  2021lsr   194.77490833333331    -25.376380555555556              0.04            SNIa 
  2021lwl    281.0870833333333      22.72936111111111             0.052            SNIa 
  2021low   176.19274999999996      20.12618888888889          0.021958            SNIa 
  2021lwm   331.42592083333324      34.68033611111111              0.09            SNIa 
  2021log   229.86687499999996     13.849497222222222             0.142            SNIa 
  2021lrp    317.3180041666666      5.826158333333333             0.073            SNIa 
  2021lhg   246.30229166666666               32.94235              0.09            SNIa 
  2021lyi    153.7423958333333     -3.538988888888889           0.07632            SNIa 
  2021lgl   241.00464166666663    -14.433947222222223              0.09            SNIa 
  2021kux   212.16487499999997     55.576661111111115          0.073698            SNIa 
  2021kut   157.87405416666664      6.242641666666667      0.0313620009            SNIa 
  2021kun   166.41407083333334     19.460291666666667             0.097            SNIa 
  2021mcg    285.4107374999999              60.849975              0.06            SNIa 
  2021pci   238.52410833333332      24.59475833333333          0.070246            SNIa 
  2021kua   301.98373749999996     58.701594444444446              0.06            SNIa 
  2021kvm           254.984725    -4.4287222222222224          0.023169            SNIa 
  2021pde   244.24404166666662     27.617711111111113          0.049797            SNIa 
  2021meh    209.6762083333333               43.12505              0.07            SNIa 
  2021pfs            210.84825     -6.031638888888889          0.008733            SNIa 
  2021ksm          174.2516625     21.390947222222223              0.08            SNIa 
  2021kse   243.35244999999995      60.88817777777778               0.1            SNIa 
  2021krv   200.28529166666664      62.75016111111111          0.034477            SNIa 
  2021kro   195.81032083333332      51.41863333333333              0.12            SNIa 
  2021krm   173.85375833333333     55.449041666666666             0.072            SNIa 
  2021mep   293.06089583333335      79.54061666666666             0.052            SNIa 
  2021ktw   215.87835416666664      8.344927777777778              0.09            SNIa 
  2021kre   206.22012916666662    -7.1170833333333325           0.07692            SNIa 
  2021kwk    277.6429166666666     23.130480555555557              0.08            SNIa 
  2021leb   236.65963333333332    -7.1583194444444445              0.09            SNIa 
  2021lyz   11.032870833333332     30.350997222222222             0.019            SNIa 
  2021lea   215.39637916666663      75.34926388888888              0.09            SNIa 
  2021ldj            270.17035      37.27548888888889             0.073            SNIa 
  2021lzc    227.3406208333333    -11.119380555555557               0.1            SNIa 
  2021ldd    307.1012083333333                2.01905              0.08            SNIa 
  2021lzn   324.24661249999997    -1.5967944444444446              0.09            SNIa 
  2021lbm   125.67566666666666      71.85149166666666               0.1            SNIa 
  2021lat   220.22412499999996      24.97165833333333      0.0338979997            SNIa 
  2021pby    322.4025083333333      12.91638611111111              0.03            SNIa 
  2021kyp   205.02456249999994              29.447675              0.12            SNIa 
  2021kxx            261.60625      29.12618888888889              0.07            SNIa 
  2021kxn   128.34018333333333      25.10115277777778              0.09            SNIa 
  2021kwp   251.48402916666663      2.459088888888889              0.09            SNIa 
  2021law   141.03466666666665     3.9352666666666667          0.057679            SNIa 
  2021jtk    151.8057083333333      14.77303888888889             0.054            SNIa 
  2021pkz   193.82174999999998      2.897311111111111          0.009316            SNIa 
  2021pzt   12.665504166666667     38.321555555555555             0.076            SNIa 
  2020yxd   32.306979166666665      33.04391388888889              0.05            SNIa 
  2020ywz             70.38955     -22.80869722222222             0.114            SNIa 
  2020ywm   353.57804166666665      43.37958888888889          0.047553            SNIa 
  2020ywi           18.5197625              30.254975              0.09            SNIa 
  2020ywh   148.67774166666663      45.55529166666666              0.09            SNIa 
  2020ywf    348.4404374999999     14.918972222222221             0.086            SNIa 
  2020yvu    345.2494583333333     40.910599999999995              0.01            SNIa 
  2020yvj   1.7899333333333332      39.17103888888889              0.09            SNIa 
  2020yvg   307.72892499999995     19.337994444444444             0.096            SNIa 
  2020yvd    28.62696666666666     -21.30108611111111              0.11            SNIa 
  2020yuz    68.80454583333332    -1.1151416666666667              0.08            SNIa 
  2020yuw   150.50804166666666    -2.0172694444444446               0.1            SNIa 
  2020yub   0.5629624999999999    -23.495080555555557              0.08            SNIa 
  2021hdw   226.54246249999994     53.410647222222224           0.03419            SNIa 
  2021hei   143.05409166666664     26.415130555555553              0.06            SNIa 
  2021hem   245.31667916666663     14.552680555555556             0.035            SNIa 
  2021pyz    289.0496416666666      45.14850833333333             0.061            SNIa 
  2021hoy   199.61869166666665                -4.1269             0.061            SNIa 
  2021hol    219.2744958333333     34.633072222222225             0.084            SNIa 
  2021hok   157.39075416666665              10.503975               0.1            SNIa 
  2021hmc   148.62745833333332     53.169086111111106          0.025136            SNIa 
  2021hmb   128.39201666666665              64.585225             0.053            SNIa 
  2021hlw            150.97595     49.419533333333334          0.050822            SNIa 
  2021hlp   158.42058333333333    -3.7066611111111114             0.065            SNIa 
  2021pro          352.9591625     25.546241666666667          0.068607            SNIa 
  2021hji   252.17137916666667     21.997169444444445             0.057            SNIa 
  2021hjc   141.38879166666663    -24.764980555555557           0.05369            SNIa 
  2021hiz           186.423625      7.228388888888889          0.003319            SNIa 
  2021hix   184.38527083333332      35.02851666666667            0.0657            SNIa 
  2021hiw   187.71349999999998     28.586747222222222              0.07            SNIa 
  2021hep   107.81891666666667      4.980088888888889             0.034            SNIa 
  2021hke   136.53484166666664    -3.2974944444444443            0.0804            SNIa 
  2020ytq    155.6897708333333              -8.691675              0.05            SNIa 
  2020ytn    8.621354166666666     1.3060194444444444             0.042            SNIa 
  2020ytj           346.018375     20.284750000000003          0.063152            SNIa 
  2020yje   156.79881666666662     10.024941666666667          0.032312            SNIa 
  2020yii    336.5473083333333    -26.900516666666665              0.07            SNIa 
  2020yig   269.99229166666663      68.49794722222222              0.05            SNIa 
  2020yia    33.64562083333333     -6.634041666666667              0.12            SNIa 
  2020yhn   331.01112499999994     3.2848805555555556              0.09            SNIa 
  2020yhj    132.4128708333333     20.023166666666665               0.1            SNIa 
  2020yhh   329.42019999999997     -5.670194444444444              0.14            SNIa 
  2020yhg    53.30816666666666    -14.676494444444444              0.09            SNIa 
  2020yjf   145.64841666666663    -3.4901805555555554             0.055            SNIa 
  2020yhd    87.77441666666664                 61.312              0.06            SNIa 
  2020ygy   301.01756666666665      49.95465277777778             0.065            SNIa 
  2021qdk   239.22608333333332     17.309297222222224             0.088            SNIa 
  2020ygj    88.74909166666666      54.44379444444444              0.07            SNIa 
  2020yfu   100.33241666666666      19.27294722222222              0.05            SNIa 
  2020yfo   45.877624999999995    -22.953719444444445             0.126            SNIa 
  2020yff   122.79545833333333    -10.588141666666667              0.07            SNIa 
  2020yfc   132.15675416666667     22.662658333333333             0.078            SNIa 
  2020yhb   273.81244166666664      76.91921388888889              0.07            SNIa 
  2021hpr   154.16091666666665      73.40050000000001          0.009346            SNIa 
  2020yji   180.13566666666665               56.39095              0.07            SNIa 
  2020yti    353.8485458333333    -14.797166666666666           0.05796            SNIa 
  2021qas    4.281762499999999     21.984947222222225              0.09            SNIa 
  2020yss   26.782145833333328     -6.878836111111111           0.06017            SNIa 
  2020ysi   117.19652083333332     15.625533333333333             0.108            SNIa 
  2021qax   344.48329583333333      87.96030555555556            0.0565            SNIa 
  2020ypm   29.411624999999997     -5.959583333333334             0.135            SNIa 
  2020ypk   274.75373749999994      29.19248888888889              0.06            SNIa 
  2020ypf   281.18007499999993     61.568286111111114              0.08            SNIa 
  2020ymv    37.67349999999999    -14.569127777777778              0.08            SNIa 
  2020ymu    80.46109999999999    -19.304472222222223              0.05            SNIa 
  2020ykr   342.24116666666663               5.822425              0.11            SNIa 
  2020ykj    80.08727916666665    -14.591272222222223              0.06            SNIa 
  2020ykc              150.288    -2.3198499999999997               0.1            SNIa 
  2021prh    337.0501499999999     -17.36842222222222              0.07            SNIa 
  2021pqk   214.81491666666665      26.30038888888889           0.03676            SNIa 
  2021hsg   166.41880416666666     -5.637366666666666             0.105            SNIa 
  2021iue   227.91193749999996      15.34758888888889              0.09            SNIa 
  2021itd    221.2128333333333     43.316769444444446             0.081            SNIa 
  2021ita   186.49517499999996      7.235433333333334             0.154            SNIa 
  2021isv   215.86883749999996      51.91773333333333           0.06689            SNIa 
  2021pmt   331.67483749999997              27.453475             0.084            SNIa 
  2021ish    271.8734333333333      24.95692777777778             0.059            SNIa 
  2021iwz            158.42825     11.890530555555555               0.1            SNIa 
  2021irx   206.90989166666665     15.521302777777779          0.090764            SNIa 
  2021iqt   167.76396666666665      55.13081666666667             0.062            SNIa 
  2021ipy    292.3471458333333      74.07814444444445              0.07            SNIa 
  2021ipf   174.46072916666665              -7.228375          0.055735            SNIa 
  2021ipb    240.8874833333333      14.55225277777778          0.036912            SNIa 
  2021iov   141.66182083333334     -7.087127777777778          0.053944            SNIa 
  2021iok    226.8877083333333     -12.21468611111111             0.128            SNIa 
  2021inj   241.41253333333327     3.0719361111111114             0.041            SNIa 
  2021ini   174.84512499999997      42.11858888888889          0.061012            SNIa 
  2021ixf           262.604875      37.01091111111111             0.041            SNIa 
  2021jpv    269.5303041666666      63.65819722222222              0.09            SNIa 
  2021oud   189.92462499999996     16.537911111111114          0.066041            SNIa 
  2021pmj   233.31554999999997     -5.282613888888889              0.08            SNIa 
  2021jkd   232.53184999999996    -0.5652694444444445             0.077            SNIa 
  2021jka    120.6132083333333      70.45691944444445              0.03            SNIa 
  2021iyb   127.05279166666665      46.83636944444444              0.05            SNIa 
  2021jjx    87.14633333333332     51.322588888888895              0.04            SNIa 
  2021jap   163.76654166666663     -8.745838888888889              0.03            SNIa 
  2021pmq   301.19995416666666    -3.5409777777777776          0.046826            SNIa 
  2021jag   181.68734999999998      67.16494444444444          0.008382            SNIa 
  2021jac   237.71682083333332     61.981052777777776            0.0818            SNIa 
  2021jji   301.40538749999996     0.1646638888888889             0.072            SNIa 
  2021pnj           241.027325     -21.46597222222222             0.068            SNIa 
  2021ikn   118.83116666666666               41.14455              0.07            SNIa 
  2021ias   225.79550833333332       8.12213611111111             0.092            SNIa 
  2021iai    205.8780958333333      9.623408333333334           0.06975            SNIa 
  2021iaf    227.8438333333333     26.792261111111113             0.059            SNIa 
  2021hzo          180.1670625     51.840922222222225             0.063            SNIa 
  2021hzn          184.6768875      53.99859722222222          0.088724            SNIa 
  2021hyt    163.5283333333333      45.61203888888889           0.08449            SNIa 
  2021hyg   174.66827499999997     41.758316666666666          0.088993            SNIa 
  2021hyd   189.82940416666665    0.28846944444444444               0.1            SNIa 
  2021iat    258.9904333333333                66.6909              0.07            SNIa 
  2021hwx   229.86087499999996     23.397630555555555            0.0875            SNIa 
  2021hwp    226.4231833333333     31.993694444444447              0.09            SNIa 
  2021hwk   214.76132083333331     -7.390586111111111             0.041            SNIa 
  2021hva    226.2531833333333      5.793661111111111             0.033            SNIa 
  2021huu   178.61120833333334      55.07398055555556          0.046248            SNIa 
  2021huq   236.76816249999996      6.110933333333333          0.080522            SNIa 
  2021hup   178.52486666666667     -6.601555555555556             0.049            SNIa 
  2021huk   271.64777499999997      69.52961666666667             0.064            SNIa 
  2021hwq    212.3973583333333     11.153097222222222              0.08            SNIa 
  2021poa   347.43587499999995     -7.576461111111111              0.08            SNIa 
  2021ikf   148.81754166666664     25.576430555555554           0.04434            SNIa 
  2021ijy    258.4873041666666     39.098797222222224              0.07            SNIa 
  2021ijb   110.72689166666665      46.49556666666667             0.053            SNIa 
  2021iio   286.24898749999994      50.73401388888889             0.086            SNIa 
  2021iie   288.54287916666664      65.89240833333334               0.1            SNIa 
  2021ihr          278.1222125      32.31756388888889             0.044            SNIa 
  2021ibo    136.1089958333333      8.012786111111112             0.058            SNIa 
  2021mqv    322.8866666666666     11.148988888888889             0.049            SNIa 
  2021ify    261.7237208333333     13.178866666666666             0.056            SNIa 
  2021iet             203.8322    -14.554347222222223               0.1            SNIa 
  2021ier    207.4359208333333     -5.608011111111111              0.12            SNIa 
  2021idy    271.9237833333333      40.83310277777778             0.066            SNIa 
  2021idh   155.82769166666662    -0.4294305555555556             0.095            SNIa 
  2021icu   301.14543749999996      51.72833333333333               0.1            SNIa 
  2021ics    254.3010458333333     30.504433333333335              0.06            SNIa 
  2021igt   191.25050416666664                21.1417          0.075382            SNIa 
   2021hq   112.85852083333332      5.548911111111111              0.08            SNIa 
  2021lvc   260.14933749999994     28.321272222222223               0.1            SNIa 
 2020aaul          120.4225125             -10.405875              0.08            SNIa 
 2020aauk   124.46229166666664     -5.719361111111112      0.0394340008            SNIa 
 2020aauh    72.97466249999998      13.09961388888889              0.06            SNIa 
 2020aaue    44.74225416666666      9.964280555555554          0.055905            SNIa 
  2020hfx   165.90416666666667     21.984919444444447            0.0592            SNIa 
  2021ojn   220.20870833333328     42.253230555555554              0.08            SNIa 
   2021mc   240.43946666666665     18.019269444444443            0.0459            SNIa 
 2020aatc   42.068458333333325    -10.252088888888888           0.01525            SNIa 
  2021sve    249.6685416666666      32.54848888888889            0.0543            SNIa 
  2021swl    345.6522083333333     14.864888888888888            0.0885            SNIa 
  2021ntw   259.64195416666666      23.34129722222222             0.099            SNIa 
 2020aavu   328.80104166666666    -11.323258333333333              0.11            SNIa 
  2021ntq    230.7367083333333      31.82530277777778             0.118            SNIa 
 2020abaf   152.56932916666665      7.955638888888889          0.083038            SNIa 
 2020abab   127.93371666666667     22.491647222222223          0.088376            SNIa 
 2020aazy    357.1189083333333    -5.3955777777777785              0.09            SNIa 
  2021sub   356.19262499999996     25.908638888888888           0.05728            SNIa 
  2020hfd   224.38195416666665     26.782994444444444            0.1083            SNIa 
 2020aazr    314.1441416666666    -0.1763722222222222              0.08            SNIa 
 2020aazq   177.05895833333332     13.520580555555556              0.08            SNIa 
 2020aazk   139.69957083333333     30.354647222222223           0.10196            SNIa 
 2020aaym             155.8215     -8.388772222222222              0.06            SNIa 
  2020hfk   208.36737916666664      7.909516666666667            0.0374            SNIa 
 2020aaxo          345.6102625     1.3066638888888888         0.0695761            SNIa 
 2020aaxd   124.86337499999999     2.1014194444444447               0.1            SNIa 
 2020aaxa   0.8141208333333333      30.67535277777778             0.086            SNIa 
 2020aawr   188.54070833333333     -6.314388888888889              0.03            SNIa 
  2021swy   331.62710416666664      9.722927777777779          0.054164            SNIa 
  2021stz            356.93935     -8.386011111111111              0.08            SNIa 
  2021ohp    206.9949583333333     -13.78253888888889             0.064            SNIa 
 2020aarh   341.02392499999996    -3.6365416666666666           0.06113            SNIa 
 2020aabz   43.745999999999995      4.060280555555555            0.0241            SNIa 
 2020aabx    129.1370208333333     31.142308333333332             0.088            SNIa 
  2020hha   235.98334166666666      34.41778055555555            0.0732            SNIa 
 2020aabj   104.45525416666666     15.443894444444444             0.065            SNIa 
  2021tet   27.838249999999995                25.0218             0.047            SNIa 
  2020zyv   194.91737916666665     30.833447222222222           0.06785            SNIa 
 2020aadq   184.82264999999998      46.37244722222222               0.1            SNIa 
  2020hhh   224.56592916666665     33.114247222222225               0.1            SNIa 
  2021ojf   255.41829583333327      37.85301388888889              0.13            SNIa 
  2020hhj   220.30157916666664     14.891216666666667            0.0305            SNIa 
  2020zwg   2.0808166666666663      45.39256944444445              0.09            SNIa 
  2020hks   224.39108749999997     20.458961111111112             0.065            SNIa 
  2020zwe    352.5688208333333    -12.667955555555555              0.08            SNIa 
  2020zvy    330.2565416666666    -1.1513305555555555              0.04            SNIa 
  2021tey    237.5103333333333      38.41408055555556          0.070063            SNIa 
 2020aaeu    6.834874999999999     39.497775000000004              0.07            SNIa 
 2020aaez    24.47854583333333      30.10690277777778           0.07135            SNIa 
 2020aafx    86.45197499999999      9.502011111111111              0.05            SNIa 
  2020hgg   187.23491666666663      40.84728055555556            0.0649            SNIa 
  2021nwc             191.5375     0.9862833333333333             0.095            SNIa 
  2021sxf   257.54486249999997     57.295452777777776             0.089            SNIa 
  2021tpf    329.2399083333333     -18.35086388888889               0.1            SNIa 
 2020aaly    50.50596666666666      38.05484444444444              0.06            SNIa 
 2020aakx   26.354666666666663    -16.315969444444445              0.04            SNIa 
 2020aajp   110.35250416666665              50.131175               0.1            SNIa 
 2020aajo   107.81362499999999     26.436880555555557              0.06            SNIa 
  2021nxh   202.30265416666663     25.775780555555556             0.072            SNIa 
 2020aajf    50.61242916666666    -3.8186527777777775              0.07            SNIa 
 2020aarw    81.31309583333334     -8.626052777777778          0.049431            SNIa 
  2020zsp   165.79751666666667      41.70646666666667          0.030791            SNIa 
  2021oei   205.82072916666667              18.447475           0.08612            SNIa 
  2020gkz          233.4684625              56.691075          0.039605            SNIa 
  2021nsd            175.31275                75.3278             0.046            SNIa 
 2020abla   247.16458333333327     39.521030555555555          0.025144            SNIa 
 2020abks           149.041125               -9.39715            0.0559            SNIa 
 2020abln   22.912016666666663      18.24501111111111             0.054            SNIa 
 2020abkq    142.5938833333333     -21.45359722222222             0.062            SNIa 
 2020abkj   106.95272083333332      55.76987222222222              0.05            SNIa 
  2021spc   16.561033333333334      40.82283055555556              0.09            SNIa 
  2020hbe    187.1473583333333     -4.069508333333333              0.05            SNIa 
  2021spq    344.5433041666666    -10.526152777777778             0.093            SNIa 
 2020abjl    76.53512499999998    -11.234908333333333              0.07            SNIa 
 2020abkn   126.24828749999999     -4.877316666666667             0.081            SNIa 
  2020gkp   255.13597083333332      36.62623888888889              0.08            SNIa 
  2021nrr   200.32676666666666     12.401091666666668             0.092            SNIa 
  2021nro    251.1552958333333     40.147419444444445              0.07            SNIa 
 2020abox   161.87791249999998                3.12455             0.054            SNIa 
  2020ipb   163.14712083333333      25.11812777777778             0.064            SNIa 
 2020abom    97.74443749999999     54.726866666666666             0.041            SNIa 
 2020abol   119.86828333333331      63.37510555555556              0.08            SNIa 
 2020aboj   149.97960833333332     13.045094444444445          0.035428            SNIa 
  2020gho   166.91356666666664     -5.538561111111111             0.051            SNIa 
  2021soe    286.2508333333333                34.3923             0.012            SNIa 
 2020abog   118.11755833333332    -19.420219444444445             0.063            SNIa 
  2021tsj   239.19183749999996      28.75829166666667             0.077            SNIa 
 2020abno           97.4716625              54.140225              0.07            SNIa 
  2021sqe    235.8635833333333      7.906838888888889      0.0366729982            SNIa 
  2021nsi    315.9448458333333    -0.9600805555555555              0.13            SNIa 
 2020abiu   196.33216666666664     -10.61191111111111      0.0425460003            SNIa 
 2020abip          204.8853875      29.99802222222222          0.034407            SNIa 
 2020abdq   160.51970416666666      69.67461111111112             0.069            SNIa 
  2020hec   262.20157499999993     28.754147222222223              0.09            SNIa 
  2020hek   187.00074999999998                41.1202           0.03789            SNIa 
 2020abcu    203.8480583333333      28.95941111111111              0.05            SNIa 
  2021sry    245.9823333333333     2.9659500000000003             0.074            SNIa 
 2020abcp   198.97858333333332      8.027600000000001      0.0239669997            SNIa 
 2020abcn   171.92537916666666     10.312830555555557      0.0383060016            SNIa 
  2020hen    267.3141666666666     17.950988888888887           0.03335            SNIa 
 2020abcl   153.36808333333332      35.95451944444445           0.03889            SNIa 
 2020abcg   133.12620833333332     15.343766666666667             0.111            SNIa 
 2020abce   349.82957083333326      8.099997222222223              0.06            SNIa 
 2020abdv   144.98321666666666     16.094980555555555          0.026218            SNIa 
  2020hdx    254.3120458333333     14.680399999999999             0.053            SNIa 
  2021nsh    333.8641666666666      5.544711111111111             0.083            SNIa 
  2020hcl   175.06474999999998      35.56953888888889             0.075            SNIa 
 2020abim   193.37349166666664     -5.431752777777778          0.015661            SNIa 
 2020abij    358.5599666666666     -4.805555555555555             0.077            SNIa 
  2020hdc   168.06999999999996      38.32498888888889             0.071            SNIa 
 2020abgv   39.669999999999995    -26.987819444444444             0.057            SNIa 
 2020abgq   187.20937499999997    -1.9441111111111111          0.008076            SNIa 
 2020abgn    32.42283333333333     -6.737080555555556              0.08            SNIa 
  2021oez   227.45366666666663                 0.5335          0.039074            SNIa 
 2020abfl    41.21556666666666      46.16553888888889             0.075            SNIa 
 2020abfd    26.94370833333333     -21.76086111111111             0.045            SNIa 
 2020abfa   46.835874999999994     4.3905111111111115          0.028023            SNIa 
 2020abir           208.068875     2.1071305555555555      0.0330559984            SNIa 
  2020hla              128.801                60.8359           0.02744            SNIa 
  2020zpx    42.89144583333333     13.021588888888889              0.08            SNIa 
  2020jhf    198.7226666666666      27.00863888888889          0.015371            SNIa 
  2020ibs   230.50812499999998     50.170430555555555            0.0736            SNIa 
  2020ibv    183.0938708333333    -14.589030555555556              0.07            SNIa 
  2020yxl   44.443958333333335    -20.720983333333333             0.117            SNIa 
  2020jgl   142.24344166666666    -14.805522222222223          0.006758            SNIa 
  2020jgd    258.6627833333333              58.879975              0.07            SNIa 
  2021oal   237.16653749999998      20.05935277777778           0.09778            SNIa 
  2020jgb    268.3027124999999    -0.8560583333333334              0.03            SNIa 
  2021tle    342.4758041666666    -16.534144444444447              0.08            SNIa 
  2021tis    327.6583124999999     -8.621530555555555              0.09            SNIa 
  2020jfn   138.76949166666665     10.258722222222222            0.0567            SNIa 
  2020jge    273.6854333333333      43.45614444444445             0.058            SNIa 
  2021nzb   213.20741666666663      68.67073888888889             0.045            SNIa 
  2020yzw   44.869729166666666      5.022161111111111             0.063            SNIa 
  2020yzs    19.00884583333333    -10.864458333333333            0.0672            SNIa 
  2021tif    229.0189333333333      19.86038611111111           0.04929            SNIa 
  2021oaw   188.53417499999998     3.8247305555555555          0.084095            SNIa 
  2020yzg   166.70724166666665     57.683972222222216          0.032249            SNIa 
  2020hzi   173.78895833333334     21.107111111111113            0.0664            SNIa 
  2020yza          160.3965375    -3.4415055555555556             0.071            SNIa 
  2020iab   290.39237499999996      46.96228055555556              0.09            SNIa 
  2020iaf   212.04722916666663      64.40559166666667              0.11            SNIa 
  2020yyg   28.524524999999997      7.149655555555556             0.073            SNIa 
  2020yxv            165.89875     -1.393361111111111          0.036258            SNIa 
  2020yxo    26.86300416666666     0.9676388888888889               0.1            SNIa 
  2020iba   118.29239999999997      64.84188055555555              0.08            SNIa 
  2020jfl   162.88831666666664    -10.147630555555555              0.05            SNIa 
  2020hyi   219.74127916666663     51.082705555555556           0.04332            SNIa 
  2020jee   175.56124999999997     20.097519444444444           0.01993            SNIa 
  2020ihr   164.82779166666666      43.65716111111111              0.03            SNIa 
  2020ixo   233.81325416666664     31.221516666666666          0.100215            SNIa 
  2020ixn    271.5793208333333      36.63328055555556             0.074            SNIa 
  2020ihw   138.53534166666662      56.09022777777778            0.0508            SNIa 
  2020iji   187.54709166666666      84.78697777777778          0.041742            SNIa 
  2020ith   324.72822499999995     32.835280555555556              0.07            SNIa 
  2020iyh   185.95105416666664                 3.0107             0.087            SNIa 
  2020ijw   193.09001249999997    -22.962766666666667             0.042            SNIa 
  2020isu   253.47286666666662     14.534966666666666              0.09            SNIa 
  2020ilb           145.266375                34.7336            0.0499            SNIa 
  2020ism    208.2877458333333      47.29949722222222             0.122            SNIa 
  2020inz   169.58927916666664      42.30404444444444           0.07045            SNIa 
  2021tjc    5.226208333333332      36.78626944444444             0.052            SNIa 
  2020ihe    268.7247583333333     56.514247222222224              0.05            SNIa 
  2021tix   255.07341249999996      23.09037222222222          0.058086            SNIa 
  2020iyz   194.46317499999995     -17.26000277777778              0.05            SNIa 
  2021tks   2.5751249999999994                  1.416             0.065            SNIa 
  2020jdq   209.67670416666664     43.126419444444444           0.07207            SNIa 
  2021tjq           24.1581125      17.39616111111111              0.08            SNIa 
  2020igy   244.53216666666663     21.066288888888888          0.031795            SNIa 
  2020jdo   273.93185416666665      58.21526111111111             0.071            SNIa 
  2020jck    322.9488041666666    -1.0390694444444446            0.0515            SNIa 
  2020jbq           233.813775     -3.444688888888889          0.061539            SNIa 
  2020jbl   255.33902499999996     32.785888888888884            0.0699            SNIa 
  2020jbh   233.80064999999996              33.199425            0.0703            SNIa 
  2020ihc   253.05016666666663      45.21013888888889              0.06            SNIa 
  2020jar    338.9770416666666      18.41693888888889             0.086            SNIa 
  2020izx    291.9914124999999                63.5376             0.088            SNIa 
  2020izd   248.58918749999995     13.097244444444446              0.08            SNIa 
  2021oan    282.7302958333333      33.59970555555556             0.079            SNIa 
  2020jex    234.1508083333333     25.922919444444446             0.094            SNIa 
  2020zad    271.4710416666666     34.020669444444444          0.024187            SNIa 
